company_id,sic_code,regional_folder,quality_flag,n_pages,company_text_length,hash_algorithm,sha256_document_hash,text_shared_in_repository,crawl_date
RMCT_COMP_0126,24530,Casting___Foundry,usable,1,2156,SHA-256,b837e6b17d42669dc612a986ae32e72d2264c9e8afeb4e749c40fbf0ab245059,False,not_publicly_released_in_current_extract
RMCT_COMP_0127,24530,Casting___Foundry,usable,1,2267,SHA-256,485b0eddb9f00848200b10212185ca14977403fc0222c1c3fa3a09b826504d49,False,not_publicly_released_in_current_extract
RMCT_COMP_0128,24530,Casting___Foundry,usable_rich,1,4831,SHA-256,232f46ea935f841058420c6e82bbb5f020727ddbfbce781a4b4f7eb75e562f28,False,not_publicly_released_in_current_extract
RMCT_COMP_0129,25110,Metal_Structures___Fabrication,usable_rich,1,25705,SHA-256,9a680c036459eec374203ffabe703704a71e0ccb4b6fbeffba2bec94ea7595f3,False,not_publicly_released_in_current_extract
RMCT_COMP_0130,25110,Metal_Structures___Fabrication,usable_rich,1,4527,SHA-256,cb4aff28f347b99675d1c506314c376dbd6ed83a084f6ad92b475e31d9d9c232,False,not_publicly_released_in_current_extract
RMCT_COMP_0131,25110,Metal_Structures___Fabrication,usable,1,1197,SHA-256,6bdaca0e818e4763f2e6a0a2e187771d40db2f3de6c2359a8f338e27ad8c1234,False,not_publicly_released_in_current_extract
RMCT_COMP_0132,25110,Metal_Structures___Fabrication,usable,1,1769,SHA-256,a3e8c7b5c3078c9134307f95c15f04ed6043451370fcf7a8623d10ecb1e52106,False,not_publicly_released_in_current_extract
RMCT_COMP_0133,25110,Metal_Structures___Fabrication,usable,1,2648,SHA-256,1709332cf48570ab44a18fc58fc305dde543f7a55904c48f4094848240bbccd3,False,not_publicly_released_in_current_extract
RMCT_COMP_0134,25110,Metal_Structures___Fabrication,usable_rich,1,14888,SHA-256,8c80c5c4f2fbda54e56b5505e89ff2baae56702a39503a470a18636ed9f678b6,False,not_publicly_released_in_current_extract
RMCT_COMP_0135,25110,Metal_Structures___Fabrication,usable_rich,1,5980,SHA-256,8d70a45a73bbad501b6279a3272d0bc5a9bd52a6534a1326a23ac60b619a0f15,False,not_publicly_released_in_current_extract
RMCT_COMP_0136,25110,Metal_Structures___Fabrication,usable_rich,1,5974,SHA-256,170e663405029391118887fe4ce29c2688735aad14915cd36934658ef920b77e,False,not_publicly_released_in_current_extract
RMCT_COMP_0137,25110,Metal_Structures___Fabrication,usable_rich,1,14071,SHA-256,a610cf2c6c7ea4d23c34b2e6eec3eb4fad65648fce6dd7b585b1bc52ccca8123,False,not_publicly_released_in_current_extract
RMCT_COMP_0138,25110,Metal_Structures___Fabrication,usable,1,1309,SHA-256,55ba53d792ab23e225afdfad7ad283b336c0ee5dc6706bb789a9409f3414c224,False,not_publicly_released_in_current_extract
RMCT_COMP_0139,25110,Metal_Structures___Fabrication,usable,1,1410,SHA-256,8977318e6eca98467bdefc7151d546ff6a41aa80fec636d9ae6140954bf403c9,False,not_publicly_released_in_current_extract
RMCT_COMP_0140,25110,Metal_Structures___Fabrication,usable_rich,1,5167,SHA-256,0568b834d7a3fabc9a0d1970ea0325cb3533db035bba59c61979c8581f57561b,False,not_publicly_released_in_current_extract
RMCT_COMP_0141,25110,Metal_Structures___Fabrication,usable_rich,1,8606,SHA-256,6cb2f6448322265bcbef8a39c4739f2affe8354fa32995e0437af5947658d419,False,not_publicly_released_in_current_extract
RMCT_COMP_0142,25110,Metal_Structures___Fabrication,usable_rich,1,16181,SHA-256,148095935a41d97b4456f844c87ed542cf55cdd89c3f0b6e6e0055cdb896bca8,False,not_publicly_released_in_current_extract
RMCT_COMP_0143,25110,Metal_Structures___Fabrication,usable_rich,1,7192,SHA-256,bb64afd62e6aa2f2dbc7dfec2dec128153be99e72829ce88bab10e686c258209,False,not_publicly_released_in_current_extract
RMCT_COMP_0144,25110,Metal_Structures___Fabrication,usable_rich,1,10976,SHA-256,6075938fa5ba1ffeb4f3597d9c43decbb4ba6ee3d94e305eaf1ebb366a8177f9,False,not_publicly_released_in_current_extract
RMCT_COMP_0145,25110,Metal_Structures___Fabrication,usable_rich,1,3086,SHA-256,e074a02e6e4077a108e9e7f6e83ce6d0d810ebc5e7c26a9d69e650eebb552cfd,False,not_publicly_released_in_current_extract
RMCT_COMP_0146,25110,Metal_Structures___Fabrication,usable_rich,1,6708,SHA-256,e6f2eaecf1a271b28e5cedb54a3d1a1dbf4dc98f8941001f9231f315c367e234,False,not_publicly_released_in_current_extract
RMCT_COMP_0147,25110,Metal_Structures___Fabrication,usable_rich,1,6661,SHA-256,5a7ca42cfb771854b79c4ad300f5c307605d8c36943f8465de04918ca0dc34a8,False,not_publicly_released_in_current_extract
RMCT_COMP_0148,25110,Metal_Structures___Fabrication,usable_rich,1,4495,SHA-256,9a431ee7a1e288b841be6f9d5319a7af6c5324a9317714d3b9f358c54f576a9f,False,not_publicly_released_in_current_extract
RMCT_COMP_0149,25110,Metal_Structures___Fabrication,usable_rich,1,31318,SHA-256,ff8da8ca5911f581e83e3843a00227a3cbf872d91461b6d5aa742fea2a701691,False,not_publicly_released_in_current_extract
RMCT_COMP_0150,25110,Metal_Structures___Fabrication,usable_rich,1,3070,SHA-256,eee5cdc07d70e5d18c6ff1f4775c7abb13c1739d47caa5470de50a952a1349c1,False,not_publicly_released_in_current_extract
RMCT_COMP_0151,25110,Metal_Structures___Fabrication,usable_rich,1,10499,SHA-256,2c40dc6c03e588b3a98fdc7446d304ef01032e61fa7fd127ff9434d45e6255ba,False,not_publicly_released_in_current_extract
RMCT_COMP_0152,25110,Metal_Structures___Fabrication,usable_rich,1,13061,SHA-256,a317a62184db6081416c1c26b70680f0853479b957d2d482394dc50936942118,False,not_publicly_released_in_current_extract
RMCT_COMP_0153,25110,Metal_Structures___Fabrication,usable,1,2764,SHA-256,52314852807de4e3fc9fd563d27577cdfd38afa42a354e9eac3e0e4d2a3a0376,False,not_publicly_released_in_current_extract
RMCT_COMP_0154,25110,Metal_Structures___Fabrication,usable_rich,1,7671,SHA-256,e573655c303acd11d9b9cd0337cd6109d98f4ee9b6ee73679e8b085bee61c8e9,False,not_publicly_released_in_current_extract
RMCT_COMP_0155,25110,Metal_Structures___Fabrication,usable_rich,1,5310,SHA-256,83598950fdbb999a821799c0217119438f5fc5a4b67142f3e24e15e564adb44c,False,not_publicly_released_in_current_extract
RMCT_COMP_0156,25110,Metal_Structures___Fabrication,usable_rich,1,3798,SHA-256,0bb7c7b629856127dfdf0d0dfb2aec15abfed68175fe89aa360ecf538960896c,False,not_publicly_released_in_current_extract
RMCT_COMP_0157,25110,Metal_Structures___Fabrication,usable_rich,1,7075,SHA-256,e9d78c34f1a11f3766eb84b43614b183d07da73fc0e49f1755bef10e2f7ec194,False,not_publicly_released_in_current_extract
RMCT_COMP_0158,25110,Metal_Structures___Fabrication,usable_rich,1,4063,SHA-256,13b3566c1b51a733554db44cc800bd22a9ecf961d9e98b93c755930cfa933e08,False,not_publicly_released_in_current_extract
RMCT_COMP_0159,25110,Metal_Structures___Fabrication,usable_rich,1,9184,SHA-256,c5069f141f737e6362ebb25a95ca6c6aef2ca48911960500b47057118f171a3f,False,not_publicly_released_in_current_extract
RMCT_COMP_0160,25110,Metal_Structures___Fabrication,usable_rich,1,8311,SHA-256,8d72a89437d62bf4bc999214434e522a59acbf1ce98b311eec25af10711e9296,False,not_publicly_released_in_current_extract
RMCT_COMP_0161,25110,Metal_Structures___Fabrication,usable,1,2334,SHA-256,175c47f92573c49774db626ccc5ebd67bda1d1a592fed6de9faba2225399cb1a,False,not_publicly_released_in_current_extract
RMCT_COMP_0162,25110,Metal_Structures___Fabrication,usable,1,1818,SHA-256,625e9ef8abe1a2fc39d6a39e21393e421504e94330328dda3aec062ac96092e5,False,not_publicly_released_in_current_extract
RMCT_COMP_0163,25110,Metal_Structures___Fabrication,usable_rich,1,3794,SHA-256,9bcc62433252ef6d5387e6bf1768f6ff2190d4a502a46a25b39bab83fc160f93,False,not_publicly_released_in_current_extract
RMCT_COMP_0164,25110,Metal_Structures___Fabrication,usable_rich,1,5134,SHA-256,e81f78563e02e054432cf15f221702e60714300578b662b9b6e8b3322371d277,False,not_publicly_released_in_current_extract
RMCT_COMP_0165,25110,Metal_Structures___Fabrication,usable,1,2645,SHA-256,01efadcf0bb97916256eb05e6fc89464c924f6b83a74059809ff3c93fb315231,False,not_publicly_released_in_current_extract
RMCT_COMP_0166,25110,Metal_Structures___Fabrication,usable,1,2649,SHA-256,ccd28f050ba777b94134193b7af38b8ead3669f0508fbb395fb89a7b2a14d095,False,not_publicly_released_in_current_extract
RMCT_COMP_0167,25110,Metal_Structures___Fabrication,usable_rich,1,13617,SHA-256,ac272ff59bf5048463e1158b23f57672128c7a987c95e646e71de56f85757346,False,not_publicly_released_in_current_extract
RMCT_COMP_0168,25110,Metal_Structures___Fabrication,usable,1,1620,SHA-256,492a65e3f935123183bc2fc93d7f894af00c942a763036a80fe84e2812c1a007,False,not_publicly_released_in_current_extract
RMCT_COMP_0169,25110,Metal_Structures___Fabrication,usable,1,2743,SHA-256,f88a3b8534c7ede052e5798ae2efab5f276ca2313fe82fea231cc6415c9f2eef,False,not_publicly_released_in_current_extract
RMCT_COMP_0170,25110,Metal_Structures___Fabrication,usable_rich,1,8460,SHA-256,15ff33ff8a51e21c9f54f6b5372eb2a9865884cdfd94e3732ebf16e94dec771d,False,not_publicly_released_in_current_extract
RMCT_COMP_0171,25110,Metal_Structures___Fabrication,usable_rich,1,13276,SHA-256,3e23a955b2c1b795b8404f5b709da29c9d4386c7b30873a156916e5c620fb6d1,False,not_publicly_released_in_current_extract
RMCT_COMP_0172,25110,Metal_Structures___Fabrication,short_but_usable,1,928,SHA-256,24e059ac162ea3d019764c6dc86eb134732f4834d45fb52827eea7e25d6e8f81,False,not_publicly_released_in_current_extract
RMCT_COMP_0173,25110,Metal_Structures___Fabrication,usable_rich,1,6253,SHA-256,e35acf9de626b447e6fdee5d8dcd2f654ba13f09258066cc6d1edeaee58a76fd,False,not_publicly_released_in_current_extract
RMCT_COMP_0174,25110,Metal_Structures___Fabrication,usable_rich,1,9074,SHA-256,1459927713691dcc0d3f63110bb328b04e9a24135e7a0346dea21162d1eae6d2,False,not_publicly_released_in_current_extract
RMCT_COMP_0175,25110,Metal_Structures___Fabrication,usable_rich,1,3842,SHA-256,dc6a921925f41c498c1c378b0ccd4091c28278e898325f10583f4661e5801294,False,not_publicly_released_in_current_extract
RMCT_COMP_0176,25110,Metal_Structures___Fabrication,usable_rich,1,4685,SHA-256,42da3e79fe06e4852b432c2e391b8261cd9112430b7fada8bc73b8cd9d30af02,False,not_publicly_released_in_current_extract
RMCT_COMP_0177,25110,Metal_Structures___Fabrication,usable,1,2247,SHA-256,a3f6c602a8feca156a58ab9b7c9a67bde75dd55016ba99601ad6e9a443199182,False,not_publicly_released_in_current_extract
RMCT_COMP_0178,25110,Metal_Structures___Fabrication,usable_rich,1,12457,SHA-256,e5c214bec512bd79d28cb33788e24b9abe74559b085cc291a8c645a90e60886b,False,not_publicly_released_in_current_extract
RMCT_COMP_0179,25110,Metal_Structures___Fabrication,usable,1,2798,SHA-256,09a4fd9639fbecc7349d1897528c04a42abf0cbb100cfd7afa9b09d2f091cf99,False,not_publicly_released_in_current_extract
RMCT_COMP_0180,25110,Metal_Structures___Fabrication,usable_rich,1,10061,SHA-256,7ce059769bf2a0f959c31297abdd7b0c3dba90903997597414065f21cf888a42,False,not_publicly_released_in_current_extract
RMCT_COMP_0181,25110,Metal_Structures___Fabrication,short_but_usable,1,898,SHA-256,21fea687f73e9b8a742d6c3b071e5d31bb4d06b82e7914eff48d90bfdcfe27b1,False,not_publicly_released_in_current_extract
RMCT_COMP_0182,25110,Metal_Structures___Fabrication,usable,1,2467,SHA-256,adcf41d12b14d3ba358bc694e1841a01319ff9fa8b2a710705f88ae2eb78d76a,False,not_publicly_released_in_current_extract
RMCT_COMP_0183,25110,Metal_Structures___Fabrication,usable_rich,1,3284,SHA-256,47b94cf126699db1ea92978dca24ad9db54e0b2d41b02fa470a7ebe6cb846b98,False,not_publicly_released_in_current_extract
RMCT_COMP_0184,25110,Metal_Structures___Fabrication,usable_rich,1,4757,SHA-256,76fb2b2b3418508b132155519f05d26b5e4447e21529bb08bcfad04511e1285e,False,not_publicly_released_in_current_extract
RMCT_COMP_0185,25110,Metal_Structures___Fabrication,usable_rich,1,5321,SHA-256,aa48f7b9fca9c7f2b94ce63bc59b495867f81d1bc03a86b53f82f0ba051e66d6,False,not_publicly_released_in_current_extract
RMCT_COMP_0186,25110,Metal_Structures___Fabrication,usable,1,1740,SHA-256,5e0cd8c7b096eb5b7b85801987c6d71373fca5c2158bc8a66876ced5541f689d,False,not_publicly_released_in_current_extract
RMCT_COMP_0187,25110,Metal_Structures___Fabrication,usable_rich,1,7745,SHA-256,72527c5f534398c2a12273689e3defca7a71972613d4395aae90ca0ac0fc8c58,False,not_publicly_released_in_current_extract
RMCT_COMP_0188,25110,Metal_Structures___Fabrication,short_but_usable,1,652,SHA-256,eec9f9965b909174274de6330ce3cde99864e8cc7e92b952d3dd067e3b9eb540,False,not_publicly_released_in_current_extract
RMCT_COMP_0189,25110,Metal_Structures___Fabrication,usable,1,2786,SHA-256,3c6fad49095f48c2362ab4ba137f3069a210c83e2bc38fc99ed43ce8e2a450df,False,not_publicly_released_in_current_extract
RMCT_COMP_0190,25110,Metal_Structures___Fabrication,usable_rich,1,39721,SHA-256,14a7a92f528316dc37f373bf2e3c22462e9ccb7aadb1a2f688c86708e30a24c9,False,not_publicly_released_in_current_extract
RMCT_COMP_0191,25110,Metal_Structures___Fabrication,usable,1,2318,SHA-256,07f7a374e144615ee09327dc1ad093f1342d48af48b636434b631435715e9425,False,not_publicly_released_in_current_extract
RMCT_COMP_0192,25110,Metal_Structures___Fabrication,usable_rich,1,15955,SHA-256,cb51c3902c56e7961b9106a6c294e0f3c5d3aadd8bbab843f87f173dd3f1e1e0,False,not_publicly_released_in_current_extract
RMCT_COMP_0193,25110,Metal_Structures___Fabrication,usable,1,2400,SHA-256,4565100d88244e106f04824666c5717e8f7f5dd336f58ff0bf1e9aa80e3008a2,False,not_publicly_released_in_current_extract
RMCT_COMP_0194,25110,Metal_Structures___Fabrication,usable_rich,1,39744,SHA-256,adb087d2d405017ae2731190ae83439b90d9d0d49c438c2df4394463de0c4f39,False,not_publicly_released_in_current_extract
RMCT_COMP_0195,25110,Metal_Structures___Fabrication,usable_rich,1,9131,SHA-256,3494e7ac7cea633e511777992a9cc33e6b82ecea56d5826eb7d4a816ee2d1ddb,False,not_publicly_released_in_current_extract
RMCT_COMP_0196,25110,Metal_Structures___Fabrication,usable,1,1582,SHA-256,3a1e3e5e5d0595c4a1be241886ab32bea6232b3c836ee7f690933b88152aca64,False,not_publicly_released_in_current_extract
RMCT_COMP_0197,25110,Metal_Structures___Fabrication,usable_rich,1,4171,SHA-256,e668d749007e284b0310d32d4bc8a39a889259f8a171e0dc2d388812d881d7f8,False,not_publicly_released_in_current_extract
RMCT_COMP_0198,25110,Metal_Structures___Fabrication,usable_rich,1,3644,SHA-256,f68c73951d805142cd125ef55a00e0e45f032d6a5011ba77202b3699f185f177,False,not_publicly_released_in_current_extract
RMCT_COMP_0199,25110,Metal_Structures___Fabrication,usable,1,1603,SHA-256,0d3dc628453d7a06c1446cede1a800c14c64cec80b98e2cbbc2b43baf7fe7c67,False,not_publicly_released_in_current_extract
RMCT_COMP_0200,25110,Metal_Structures___Fabrication,short_but_usable,1,996,SHA-256,069e43303b693023997070cadeefa58af678e5887485bae060bd7e5ba8a57b55,False,not_publicly_released_in_current_extract
RMCT_COMP_0201,25110,Metal_Structures___Fabrication,usable,1,2377,SHA-256,2e0544972227d7d8bdcf7782c4ae995d82c9e456b94ae2f1281847b61dd7074c,False,not_publicly_released_in_current_extract
RMCT_COMP_0202,25110,Metal_Structures___Fabrication,usable_rich,1,11277,SHA-256,ffdf6718aeff421f26b8847fdbdf1822193ddfdaf21a423b4e1cf2339983b9ab,False,not_publicly_released_in_current_extract
RMCT_COMP_0203,25110,Metal_Structures___Fabrication,usable_rich,1,3952,SHA-256,546ee9b0f5e3aef07b13d6243ee80f8419cfb92e93009f7ea261b96c297063c1,False,not_publicly_released_in_current_extract
RMCT_COMP_0204,25110,Metal_Structures___Fabrication,usable,1,1143,SHA-256,1fb8477525f3d100d5db3759b316bf30bac2900550a950cb55068d3c49f984dd,False,not_publicly_released_in_current_extract
RMCT_COMP_0205,25110,Metal_Structures___Fabrication,usable_rich,1,5430,SHA-256,2cfe1470b266716d8ab46cc1dd6798426f2600080bd7cf5c86b8375ba3874597,False,not_publicly_released_in_current_extract
RMCT_COMP_0206,25110,Metal_Structures___Fabrication,usable_rich,1,4780,SHA-256,bf54765e2ee1ef4e0fef2ddb815ce1cdb4747b24e9439bd36eda4eeceeef5c93,False,not_publicly_released_in_current_extract
RMCT_COMP_0207,25110,Metal_Structures___Fabrication,usable_rich,1,6441,SHA-256,6a1f7d547678a5fcd249c12cf78e7852e26ad400e92a46b4a7c89f0143a08e42,False,not_publicly_released_in_current_extract
RMCT_COMP_0208,25110,Metal_Structures___Fabrication,usable_rich,1,3624,SHA-256,8c15866488c8fa5a20ec313f88dd864391a263fe241d8566348d1ddeb7fc8883,False,not_publicly_released_in_current_extract
RMCT_COMP_0209,25110,Metal_Structures___Fabrication,usable_rich,1,10200,SHA-256,63156f87717e9ffd60bbcbb9e3ccdee3d83eb8789af6ad857bf895903e776e3f,False,not_publicly_released_in_current_extract
RMCT_COMP_0210,25110,Metal_Structures___Fabrication,usable_rich,1,6589,SHA-256,3819e82d864b798fd320a2055bfeed019dfdc4dacf83f15c8b377e1eebc1d10e,False,not_publicly_released_in_current_extract
RMCT_COMP_0211,25110,Metal_Structures___Fabrication,usable_rich,1,5652,SHA-256,1be5e70956d59d8adf34f228f331e3af3c7e4528a09d6c714713746070f25e8a,False,not_publicly_released_in_current_extract
RMCT_COMP_0212,25110,Metal_Structures___Fabrication,usable,1,1259,SHA-256,c5e021b009bb8c15ea7befb7ad1b8f8cba7fbbe3b971c3629508bf56b08b5bf6,False,not_publicly_released_in_current_extract
RMCT_COMP_0213,25110,Metal_Structures___Fabrication,usable,1,2898,SHA-256,900f93cb5ef46a3f6f2268160db25e398d27244129bc96deb0c725de493f55ff,False,not_publicly_released_in_current_extract
RMCT_COMP_0214,25110,Metal_Structures___Fabrication,usable_rich,1,24529,SHA-256,6c2fc489c9f297524310f2ad4bb141b3fc3a659e06288035a8a56749b7136269,False,not_publicly_released_in_current_extract
RMCT_COMP_0215,25110,Metal_Structures___Fabrication,usable,1,1455,SHA-256,150c625fa31f923507b59cd3074ccf0f8b2ff1d2ebbad95853445c227e2f92c1,False,not_publicly_released_in_current_extract
RMCT_COMP_0216,25110,Metal_Structures___Fabrication,usable,1,1483,SHA-256,1776290605f5af0b3e3efdf7d11132bad3a052107b2ad1fc8524344dfeb3f51c,False,not_publicly_released_in_current_extract
RMCT_COMP_0217,25110,Metal_Structures___Fabrication,usable_rich,1,15417,SHA-256,f7d68f775bc6f4457f598fdea0f9493563441a288ac2f01354ea0710f556e96c,False,not_publicly_released_in_current_extract
RMCT_COMP_0218,25110,Metal_Structures___Fabrication,usable,1,2667,SHA-256,92ab2f41d7cebd8a4cb5a7697004ae544147ce7531b1b639d7a62bd1549d0864,False,not_publicly_released_in_current_extract
RMCT_COMP_0219,25110,Metal_Structures___Fabrication,usable_rich,1,3893,SHA-256,cb8e4bba6cc097f3b24501ea4900abf6b7cd8eed2fc777da451a40b919049882,False,not_publicly_released_in_current_extract
RMCT_COMP_0220,25110,Metal_Structures___Fabrication,usable_rich,1,16132,SHA-256,b02081e8203e671b5c37626ee1fe1e1a2735809cfd8ca6581536e39c8bfbd69a,False,not_publicly_released_in_current_extract
RMCT_COMP_0221,25110,Metal_Structures___Fabrication,usable_rich,1,5375,SHA-256,3460c1f7fbb8ef12b50450fb5ac95ba277c165b1931deb04f42a6908ba0c251b,False,not_publicly_released_in_current_extract
RMCT_COMP_0222,25110,Metal_Structures___Fabrication,usable,1,2107,SHA-256,1a8e030418ebd613b000e2a9300cd17a3108c75cfdea7be5b1e76005b7a893ef,False,not_publicly_released_in_current_extract
RMCT_COMP_0223,25110,Metal_Structures___Fabrication,usable_rich,1,14671,SHA-256,9739c9f8adb3ee598d8e415be8a518210e8c495ee2554c66939ee52872867301,False,not_publicly_released_in_current_extract
RMCT_COMP_0224,25110,Metal_Structures___Fabrication,usable,1,1561,SHA-256,5dde68a606fe3f613177d5bc3590bc47b4bc42549115e7a5da31734af98016e3,False,not_publicly_released_in_current_extract
RMCT_COMP_0225,25110,Metal_Structures___Fabrication,usable_rich,1,7039,SHA-256,5f6ce72722e9f0df67fa600dbed5732fe5b61ecfad725e591f725cf569e65d60,False,not_publicly_released_in_current_extract
RMCT_COMP_0226,25110,Metal_Structures___Fabrication,short_but_usable,1,972,SHA-256,02e7d7be1f8885ec9f2692ca0406b6510eb1b4054403496f392d263a232dae2f,False,not_publicly_released_in_current_extract
RMCT_COMP_0227,25110,Metal_Structures___Fabrication,usable_rich,1,4669,SHA-256,4ff9f4a8c74b4094e67666d0202c37a505643aa1815462afd7ad1304efbfb1b3,False,not_publicly_released_in_current_extract
RMCT_COMP_0228,25110,Metal_Structures___Fabrication,usable_rich,1,16133,SHA-256,5ea3cc58f88188afa721dc05b5b7bba36ec3402b0a913b4864f2a1aa4c5a0ca0,False,not_publicly_released_in_current_extract
RMCT_COMP_0229,25110,Metal_Structures___Fabrication,usable,1,1115,SHA-256,012b56b8f635e1ab57212bf8f4d7cad4d842485d55064a661c4bb6c6b7f3a96c,False,not_publicly_released_in_current_extract
RMCT_COMP_0230,25110,Metal_Structures___Fabrication,usable_rich,1,6636,SHA-256,79a932bc6ed8f52c29d44ec2898628a9d126a918c2bcf69277c9a60a337ed2a8,False,not_publicly_released_in_current_extract
RMCT_COMP_0231,25110,Metal_Structures___Fabrication,usable_rich,1,5833,SHA-256,db8075c9981129a93aa14b0fdd1e05168bea89c2b4458217e64a53b43ffc2470,False,not_publicly_released_in_current_extract
RMCT_COMP_0232,25500,Forging__Forming___Pressing,usable_rich,1,4746,SHA-256,3a07bd730594546a1010e278426be35dbcf2a7f2dc0f550e6459dcf98b0cf777,False,not_publicly_released_in_current_extract
RMCT_COMP_0233,25500,Forging__Forming___Pressing,usable_rich,1,4897,SHA-256,80412b09b4c8efcb2075e11e39feefb54b2b0638f7c03486e49f12b53ccc89c4,False,not_publicly_released_in_current_extract
RMCT_COMP_0234,25500,Forging__Forming___Pressing,usable_rich,1,3646,SHA-256,a692b05177b4cd78d0e32b1d9097b230ee18d71a7e1f49ac83625a66eb873290,False,not_publicly_released_in_current_extract
RMCT_COMP_0235,25500,Forging__Forming___Pressing,short_but_usable,1,389,SHA-256,4e8a38644cbb10e7f146cb0e2dfb8898771e94f95547c91eb05b295e55104271,False,not_publicly_released_in_current_extract
RMCT_COMP_0236,25500,Forging__Forming___Pressing,usable_rich,1,8896,SHA-256,c763226ce2afb6fdf4b5c58f76d3970c4651fed5228a40c9c20c23f03295a30b,False,not_publicly_released_in_current_extract
RMCT_COMP_0237,25500,Forging__Forming___Pressing,usable_rich,1,10363,SHA-256,a0674fb5576aa9b2d6127b241fee6e368ac567005ecacc66da81d3e91f89aa80,False,not_publicly_released_in_current_extract
RMCT_COMP_0238,25500,Forging__Forming___Pressing,usable_rich,1,15645,SHA-256,436fc2b95ad881a470fb271bab16e105ba113d21c74a19e9342d8e4f96d527f8,False,not_publicly_released_in_current_extract
RMCT_COMP_0239,25500,Forging__Forming___Pressing,usable_rich,1,15646,SHA-256,ba6bd4e1718552a386303312f3f3725cc01fda8b6e195ac70e681ae89d87a303,False,not_publicly_released_in_current_extract
RMCT_COMP_0240,25500,Forging__Forming___Pressing,usable_rich,1,5838,SHA-256,4cf1aa7f4b9d0536369f0873a71aa993c5db0330ee4ace744174c5823997a46a,False,not_publicly_released_in_current_extract
RMCT_COMP_0241,25500,Forging__Forming___Pressing,usable_rich,1,6394,SHA-256,8d107fd8b07b2262115368f892629d9e2f79ed0f987aa85802d74d1e9c91cb28,False,not_publicly_released_in_current_extract
RMCT_COMP_0242,25500,Forging__Forming___Pressing,usable_rich,1,3192,SHA-256,b3a9b1bbecd21b68b3f35ce91bcaa20b6c5316c5d1171d0026f905d64e93c782,False,not_publicly_released_in_current_extract
RMCT_COMP_0243,25500,Forging__Forming___Pressing,usable_rich,1,8526,SHA-256,a0e653d6f47493a01e32a7e9da5c27661e6a3726ac36daf0f0835c1d2ea245bf,False,not_publicly_released_in_current_extract
RMCT_COMP_0244,25500,Forging__Forming___Pressing,usable_rich,1,4259,SHA-256,898d372cfa54f8f8e167dd7d602162be92851c5c1e8a8eb906af941928fb8f15,False,not_publicly_released_in_current_extract
RMCT_COMP_0245,25500,Forging__Forming___Pressing,usable_rich,1,6679,SHA-256,070da433a7faae939d625cad9df55ca155ed6af71eac88b0f9a94190ea9825c8,False,not_publicly_released_in_current_extract
RMCT_COMP_0246,25500,Forging__Forming___Pressing,usable_rich,1,5063,SHA-256,43e4e018ea96282c4161530bf6a22540f12a77f802feaa878d0640109311ed39,False,not_publicly_released_in_current_extract
RMCT_COMP_0247,25500,Forging__Forming___Pressing,usable_rich,1,5071,SHA-256,9fac904adf9e1dcf32a8acfe0cf2af146c9fd0ee9554c65d3eaece08290af5c9,False,not_publicly_released_in_current_extract
RMCT_COMP_0248,25500,Forging__Forming___Pressing,usable_rich,1,6003,SHA-256,ee7007a61917ee04b0bbea161960902ad1909038056d52d94cd829bb86cf0a08,False,not_publicly_released_in_current_extract
RMCT_COMP_0249,25500,Forging__Forming___Pressing,usable,1,2157,SHA-256,93b8062a2dc270847836056dc7249c0c680e9304325e8df1eb111b8857fffe15,False,not_publicly_released_in_current_extract
RMCT_COMP_0250,25500,Forging__Forming___Pressing,short_but_usable,1,979,SHA-256,0056ecb2bf4d0e04f8168fd56553b7caffe256ade86a6aba21c5f2c4ac3f80b6,False,not_publicly_released_in_current_extract
RMCT_COMP_0251,25500,Forging__Forming___Pressing,usable_rich,1,7902,SHA-256,1b8d128c1002c2df9a6a1c26cbeabf7178e3fba1b157728d0b63f75ff6864e0a,False,not_publicly_released_in_current_extract
RMCT_COMP_0252,25500,Forging__Forming___Pressing,usable,1,1386,SHA-256,f07a8e845e8f64fd65ab09b4de1577176855b4d0ab0f062159c352d6bb2a2c01,False,not_publicly_released_in_current_extract
RMCT_COMP_0253,25500,Forging__Forming___Pressing,usable,1,1381,SHA-256,4296459ca3acab390a6b06ba004400eb130017fe58ef09028f8b0f0c895ad0c5,False,not_publicly_released_in_current_extract
RMCT_COMP_0254,25500,Forging__Forming___Pressing,short_but_usable,1,526,SHA-256,b9b8a06864b82c30546199d5d1dcc001eb0f0399b50384325bd88e5ac2813ecf,False,not_publicly_released_in_current_extract
RMCT_COMP_0255,25500,Forging__Forming___Pressing,usable_rich,1,4548,SHA-256,a6af0989233194009753e86877d19efdaac15d39096ccc4ba5b624d257b2e78c,False,not_publicly_released_in_current_extract
RMCT_COMP_0256,25500,Forging__Forming___Pressing,usable,1,2713,SHA-256,56e990d8bc5524fe14b80609d4037998879fede2ce61b6b5368b9eaf78dbd2f4,False,not_publicly_released_in_current_extract
RMCT_COMP_0257,25500,Forging__Forming___Pressing,usable,1,2719,SHA-256,80286244241cb164f37dbc187754eb2ebd708a6665cc5420eaa19972e2da66cc,False,not_publicly_released_in_current_extract
RMCT_COMP_0258,25500,Forging__Forming___Pressing,usable_rich,1,18922,SHA-256,32532c710f51f874230a656af51112bb6e0cdcdf19b7b0357a171df870914397,False,not_publicly_released_in_current_extract
